"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA"
"BottomVegCover.by.SY_PA+Depth+Latitude+SY_PA","BottomVegCover.by.SY_PA+Depth+Latitude+SY_PA","s(Depth, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",689.428945484414,735.566817397436,0.01778,NA,7.52,2,4.634,12.968,0.004,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Depth.by.SY_PA+Latitude+SY_PA","BottomVegCover.by.SY_PA+Depth.by.SY_PA+Latitude+SY_PA","s(Latitude, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",689.428956490872,735.566816601738,0.01778,NA,8.52,3,4.634,12.968,0.004,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Dist_To_Shore.by.SY_PA+Latitude+SY_PA","BottomVegCover.by.SY_PA+Dist_To_Shore.by.SY_PA+Latitude+SY_PA","s(Latitude, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",689.429020361484,735.567121459474,0.01778,NA,8.52,3,4.634,12.968,0.004,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"BottomVegCover+Primary.productivity.Max.by.Sand+Sand+SY_PA","BottomVegCover+Primary.productivity.Max.by.Sand+Sand+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",689.481982153945,738.413953680263,0.0135,NA,6.19,0,4.687,15.815,0.004,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"BottomVegCover.te.Latitude+Sand","BottomVegCover.te.Latitude+Sand","te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",689.670529260332,754.718930716977,0.01281,NA,8.14,0,4.876,32.12,0.003,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover.te.Latitude+Depth+Sand","BottomVegCover.te.Latitude+Depth+Sand","s(Depth, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",689.670773535083,754.719936464806,0.01281,NA,9.14,1,4.876,32.121,0.003,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover.te.Latitude+Depth.by.Sand+Sand","BottomVegCover.te.Latitude+Depth.by.Sand+Sand","s(Depth, by = Sand, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",689.67180732454,754.72436954093,0.01281,NA,10.14,2,4.877,32.126,0.003,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dist_To_Shore.by.Sand+Latitude.by.Sand+Sand","BottomVegCover.by.Sand+Dist_To_Shore.by.Sand+Latitude.by.Sand+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + s(Latitude, by = Sand, k = 4, bs = ""ts"") + Sand",689.672385467853,746.485115728841,0.00906,NA,9.42,2,4.878,23.886,0.003,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover.te.Latitude+Dist_To_Shore+Sand","BottomVegCover.te.Latitude+Dist_To_Shore+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",689.674344130397,754.735098990659,0.01281,NA,9.14,1,4.88,32.136,0.003,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover.te.Latitude+Dist_To_Shore.by.Sand+Sand","BottomVegCover.te.Latitude+Dist_To_Shore.by.Sand+Sand","s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",689.677804427278,754.750646246648,0.01281,NA,10.14,2,4.883,32.152,0.003,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover.te.Latitude+Rocks","BottomVegCover.te.Latitude+Rocks","te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Rocks",689.71735766228,753.876263933973,0.00253,NA,8.04,0,4.923,31.278,0.003,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"BottomVegCover.te.Latitude+Depth.by.Rocks+Rocks","BottomVegCover.te.Latitude+Depth.by.Rocks+Rocks","s(Depth, by = Rocks, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Rocks",689.717567184841,753.87717928365,0.00264,NA,10.04,2,4.923,31.278,0.003,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"BottomVegCover.te.Latitude+Depth+Rocks","BottomVegCover.te.Latitude+Depth+Rocks","s(Depth, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Rocks",689.717600562912,753.877237701714,0.00265,NA,9.04,1,4.923,31.279,0.003,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"BottomVegCover.te.Latitude+Dist_To_Shore.by.Rocks+Rocks","BottomVegCover.te.Latitude+Dist_To_Shore.by.Rocks+Rocks","s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Rocks",689.720619959136,753.890177114288,0.00215,NA,10.04,2,4.926,31.291,0.003,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"BottomVegCover.te.Latitude+Dist_To_Shore+Rocks","BottomVegCover.te.Latitude+Dist_To_Shore+Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Rocks",689.721091250016,753.892183978487,0.00207,NA,9.04,1,4.926,31.293,0.003,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"BottomVegCover.by.SY_PA+Primary.productivity.Max.by.Sand+Sand+SY_PA","BottomVegCover.by.SY_PA+Primary.productivity.Max.by.Sand+Sand+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",689.827120774162,738.732503764726,0.01361,NA,7.19,1,5.033,16.134,0.003,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min+SY_PA","BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",689.856056680433,750.275534767128,0.01579,NA,7.03,0,5.061,27.677,0.003,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min.by.SY_PA","BottomVegCover+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min.by.SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",689.915126223275,732.367114355831,0.01689,NA,7.19,2,5.121,9.768,0.003,0.001,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"Dist_To_Shore.te.BottomVegCover+Latitude.by.SY_PA+SY_PA","Dist_To_Shore.te.BottomVegCover+Latitude.by.SY_PA+SY_PA","s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",689.941081045411,747.7134367793,0.01864,NA,7.63,1,5.146,25.115,0.003,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",689.948046906871,763.161852189806,0.01285,NA,8.69,0,5.153,40.563,0.003,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"BottomVegCover+Latitude","BottomVegCover+Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"")",690.000140220044,729.91625528712,0.01672,NA,4.61,0,5.206,7.318,0.003,0.002,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BottomVegCover+Depth+Latitude","BottomVegCover+Depth+Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"")",690.001196641609,729.920838501807,0.01672,NA,5.61,1,5.207,7.322,0.003,0.002,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dist_To_Shore+Latitude","BottomVegCover+Depth.te.Dist_To_Shore+Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",690.001523636745,729.923089697654,0.01672,NA,5.61,1,5.207,7.324,0.003,0.002,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BottomVegCover+Dist_To_Shore+Latitude","BottomVegCover+Dist_To_Shore+Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"")",690.001637939183,729.923211196029,0.01672,NA,5.61,1,5.207,7.324,0.003,0.002,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dist_To_Shore+Latitude","BottomVegCover+Depth+Dist_To_Shore+Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"")",690.002012984043,729.924897852324,0.01672,NA,6.61,2,5.207,7.326,0.003,0.002,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BottomVegCover+Latitude+Sand+SY_PA","BottomVegCover+Latitude+Sand+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + Sand + SY_PA",690.018406639208,742.822504887759,0.01735,NA,6.52,0,5.224,20.224,0.003,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Dist_To_Shore.te.Dissolved.oxygen.Min+SY_PA","BottomVegCover.by.SY_PA+Dist_To_Shore.te.Dissolved.oxygen.Min+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",690.085149763873,750.496753590963,0.01595,NA,8.03,1,5.291,27.898,0.003,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",690.120159414065,732.547814003221,0.01677,NA,6.19,1,5.326,9.949,0.003,0.001,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min.by.SY_PA","BottomVegCover.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min.by.SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",690.252649962712,732.660650841135,0.01706,NA,8.19,3,5.458,10.062,0.002,0.001,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min+SY_PA+Temperature.Min.by.SY_PA","BottomVegCover+Dissolved.oxygen.Min+SY_PA+Temperature.Min.by.SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",690.274678923224,732.713470697382,0.01674,NA,6.19,1,5.48,10.115,0.002,0.001,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.Rocks+Latitude.by.Sand+Rocks+Sand","BottomVegCover.by.Rocks+Latitude.by.Sand+Rocks+Sand","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Latitude, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand",690.279023876458,748.39526944639,0.00211,NA,8.39,1,5.484,25.797,0.002,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
"BottomVegCover+Latitude.by.Sand+Rocks+Sand","BottomVegCover+Latitude.by.Sand+Rocks+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand",690.27902389701,748.395269391894,0.00209,NA,7.39,0,5.484,25.797,0.002,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
"BottomVegCover.by.Mud+Dissolved.oxygen.Min+Mud+Temperature.Min.by.Mud","BottomVegCover.by.Mud+Dissolved.oxygen.Min+Mud+Temperature.Min.by.Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + Mud",690.306850239295,740.136243228869,0.01576,NA,7.15,1,5.512,17.538,0.002,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"BottomVegCover.by.SY_PA+Latitude+Sand+SY_PA","BottomVegCover.by.SY_PA+Latitude+Sand+SY_PA","s(Latitude, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",690.326928088439,743.10513693963,0.01761,NA,7.52,1,5.532,20.506,0.002,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
"BottomVegCover+Latitude.by.Sand+Mud+Sand","BottomVegCover+Latitude.by.Sand+Mud+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, by = Sand, k = 4, bs = ""ts"") + Mud + Sand",690.328982891456,748.318294287043,0.00914,NA,7.38,0,5.534,25.72,0.002,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"BottomVegCover.te.Latitude+Mud","BottomVegCover.te.Latitude+Mud","te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Mud",690.332660980403,754.516508378601,0.01226,NA,8.04,0,5.538,31.918,0.002,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"BottomVegCover.te.Latitude+Depth+Mud","BottomVegCover.te.Latitude+Depth+Mud","s(Depth, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Mud",690.332897352961,754.517515583356,0.01226,NA,9.04,1,5.538,31.919,0.002,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"BottomVegCover.te.Latitude+Dist_To_Shore+Mud","BottomVegCover.te.Latitude+Dist_To_Shore+Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Mud",690.334493778786,754.524297703503,0.01226,NA,9.04,1,5.54,31.926,0.002,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"BottomVegCover.by.Sand+Primary.productivity.Max.by.Sand+Sand+SY_PA","BottomVegCover.by.Sand+Primary.productivity.Max.by.Sand+Sand+SY_PA","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",690.422620817538,739.359695094087,0.01455,NA,7.19,1,5.628,16.761,0.002,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min","BottomVegCover.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",690.441088181694,732.828835875039,0.01696,NA,7.19,2,5.646,10.23,0.002,0.001,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Latitude+Rocks+SY_PA","BottomVegCover+Latitude+Rocks+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + Rocks + SY_PA",690.494878837357,742.998207671472,0.00189,NA,6.48,0,5.7,20.399,0.002,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"BottomVegCover+Latitude.by.Rocks+Rocks+SY_PA","BottomVegCover+Latitude.by.Rocks+Rocks+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",690.494878855761,742.998207663681,0.00191,NA,7.48,1,5.7,20.399,0.002,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"BottomVegCover.by.Rocks+Latitude+Rocks+SY_PA","BottomVegCover.by.Rocks+Latitude+Rocks+SY_PA","s(Latitude, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",690.494878879494,742.998207653638,0.00191,NA,7.48,1,5.7,20.399,0.002,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"BottomVegCover.by.Rocks+Latitude.by.Rocks+Rocks+SY_PA","BottomVegCover.by.Rocks+Latitude.by.Rocks+Rocks+SY_PA","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Latitude, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",690.49487891458,742.998207638799,0.00193,NA,8.48,2,5.7,20.399,0.002,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min+SY_PA+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min+SY_PA+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + SY_PA",690.53494291466,732.940707880431,0.01662,NA,5.19,0,5.74,10.342,0.002,0.001,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Dissolved.oxygen.Min+SY_PA+Temperature.Min.by.SY_PA","BottomVegCover.by.SY_PA+Dissolved.oxygen.Min+SY_PA+Temperature.Min.by.SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",690.616076768143,733.006266257311,0.01693,NA,7.19,2,5.821,10.408,0.002,0.001,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.Sand+Latitude+Rocks+Sand","BottomVegCover.by.Sand+Latitude+Rocks+Sand","s(Latitude, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand",690.625018159066,743.673915650205,0.0018,NA,7.57,1,5.83,21.075,0.002,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
"BottomVegCover.by.Sand+Latitude.by.Rocks+Rocks+Sand","BottomVegCover.by.Sand+Latitude.by.Rocks+Rocks+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Latitude, by = Rocks, k = 4, bs = ""ts"") + Rocks + Sand",690.625019737494,743.673923972356,0.00183,NA,8.57,2,5.83,21.075,0.002,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+SY_PA","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",690.652146898053,748.439955714825,0.01723,NA,6.64,0,5.858,25.841,0.002,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Latitude.by.Rocks+Rocks+SY_PA","BottomVegCover.by.SY_PA+Latitude.by.Rocks+Rocks+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Latitude, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",690.788054303553,743.258758893092,0.0019,NA,8.48,2,5.993,20.66,0.002,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"BottomVegCover.by.SY_PA+Latitude+Rocks+SY_PA","BottomVegCover.by.SY_PA+Latitude+Rocks+SY_PA","s(Latitude, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",690.788054549317,743.258760298335,0.00188,NA,7.48,1,5.993,20.66,0.002,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"BottomVegCover.by.SY_PA+Dissolved.oxygen.Min+SY_PA+Temperature.Min","BottomVegCover.by.SY_PA+Dissolved.oxygen.Min+SY_PA+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",690.862992561281,733.225213492599,0.01681,NA,6.19,1,6.068,10.626,0.002,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Latitude+Sand","BottomVegCover+Latitude+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + Sand",690.960060575087,737.593664036029,0.01661,NA,5.63,0,6.165,14.995,0.002,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover+Depth+Latitude+Sand","BottomVegCover+Depth+Latitude+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + Sand",690.960532728755,737.595588069127,0.01661,NA,6.63,1,6.166,14.997,0.002,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover+Depth.by.Sand+Latitude+Sand","BottomVegCover+Depth.by.Sand+Latitude+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand",690.960918532465,737.597436720744,0.01661,NA,7.63,2,6.166,14.999,0.002,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover+Dist_To_Shore.by.Sand+Latitude+Sand","BottomVegCover+Dist_To_Shore.by.Sand+Latitude+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand",690.961339409563,737.599476655215,0.01661,NA,7.63,2,6.167,15.001,0.002,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover+Dist_To_Shore+Latitude+Sand","BottomVegCover+Dist_To_Shore+Latitude+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + Sand",690.961502830238,737.600334496934,0.01661,NA,6.63,1,6.167,15.002,0.002,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BottomVegCover.by.SY_PA+Dissolved.oxygen.Min.te.Temperature.Min+SY_PA","BottomVegCover.by.SY_PA+Dissolved.oxygen.Min.te.Temperature.Min+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",690.975934331928,748.712283772464,0.01745,NA,7.63,1,6.181,26.114,0.002,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.te.Latitude+Rocks+Sand","BottomVegCover.te.Latitude+Rocks+Sand","te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Rocks + Sand",690.999837177752,762.322757996701,0.00247,NA,9.09,0,6.205,39.724,0.002,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
"BottomVegCover+Depth.by.SY_PA+Primary.productivity.Max.by.SY_PA+SY_PA","BottomVegCover+Depth.by.SY_PA+Primary.productivity.Max.by.SY_PA+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",691.018073909941,726.91330657811,0.01595,NA,7.2,3,6.223,4.315,0.002,0.011,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Primary.productivity.Max.by.SY_PA+SY_PA","BottomVegCover+Primary.productivity.Max.by.SY_PA+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",691.018105945732,726.913425462092,0.01595,NA,5.2,1,6.224,4.315,0.002,0.011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Depth+Primary.productivity.Max.by.SY_PA+SY_PA","BottomVegCover+Depth+Primary.productivity.Max.by.SY_PA+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",691.018683200536,726.915958245873,0.01595,NA,6.2,2,6.224,4.317,0.002,0.011,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Dist_To_Shore+Primary.productivity.Max.by.SY_PA+SY_PA","BottomVegCover+Dist_To_Shore+Primary.productivity.Max.by.SY_PA+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",691.057257460243,727.387842378137,0.01595,NA,6.2,2,6.263,4.789,0.002,0.008,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
