Prep Date,Site number,Quadrat,Bagged_Slice_Number,Slice_Number,Intended_Alysis,Rhizome_Slice_Y_N,Slice Height (cm; if bag says otherwise),Bella Container Weight (g),Initial Dry Sample Weight (in a tared container; includes bella container after April 1st 2020),Shell Weight (in a tared container),Belowground Biomass (in a tared container),Dried Sediment Weight (in a tared container; includes bella container after a April 1st 2020) ,LOI Crucible Number,LOI Crucible Weight (g),LOI Intial Sample Weigh (g),LOI Sample Weight Post LOI 450 (g),LOI Sample Weight Post LOI 950 (g),LOI_Notes_2,Corrected LOI Intial Sample Weigh (g),Corrected LOI Sample Weight Post LOI 450 (g),Corrected LOI Sample Weight Post LOI 950 (g),Fraction OLOI ,Fraction ILOI,% OLOI ,% ILOI,Corrected Sample Weight (g DW),Corrected Sediment Weight (g DW),Sample Bulk Density (g/cm^3),Sediment Bulk Density (g/cm^3),Organic Content (g DW),Inorganic Content (gDW),Organic Content Density (g/cm^3),Inorganic Content Density (g/cm^3),Estimated_Carbon,LOI_Notes_2,,,
10/14/2020,SJB14,1,14,5,LOI analysis ,Y,2,65.9382,117.2599,0.098,0.1413,117.0359,SC7,15.5008,32.1972,32.0336,31.8627,,16.696,16.533,16.362,0.010,0.010,0.980,1.034,51.322,51.098,1.266,1.261,0.501,0.528,0.012,0.013,0.181940778,,,,
10/14/2020,SJB14,1,13,6,LOI analysis ,Y,2,66.8338,115.2306,0.2336,0.2711,114.7001,SC23,17.2919,34.0847,33.9012,33.7346,,16.793,16.609,16.443,0.011,0.010,1.093,1.003,48.397,47.866,1.194,1.181,0.523,0.480,0.013,0.012,0.227092087,,,,
10/14/2020,SJB14,1,12,7,LOI analysis ,N,2,66.7317,119.6374,0.8049,0,118.8483,SC32,17.6406,34.5562,34.3596,34.2318,,16.916,16.719,16.591,0.012,0.008,1.162,0.764,52.906,52.117,1.305,1.286,0.606,0.398,0.015,0.010,0.254896309,,,,
10/14/2020,SJB14,1,9,10,LOI analysis ,N,2,65.9716,113.8723,0.451,0,113.4373,SC6,13.8184,30.6344,30.4938,30.3362,,16.816,16.675,16.518,0.008,0.009,0.836,0.945,47.901,47.466,1.182,1.171,0.397,0.449,0.010,0.011,0.124443387,,,,
10/14/2020,SJB14,1,4,15,LOI analysis ,N,2,66.8322,126.4524,0.5918,0,125.8544,SC30,16.5287,33.3262,33.1771,32.9873,,16.798,16.648,16.459,0.009,0.011,0.888,1.140,59.620,59.022,1.471,1.456,0.524,0.673,0.013,0.017,0.145052835,,,,
10/14/2020,SJB14,1,1,18,LOI analysis ,N,2,66.7694,120.4864,0,0,120.4864,SC17,14.5521,32.5203,32.3746,32.1696,,17.968,17.823,17.618,0.008,0.012,0.811,1.150,53.717,53.717,1.325,1.325,0.436,0.618,0.011,0.015,0.114350798,,,,
10/14/2020,SJB13,2,1,19,LOI analysis,N,2,66.814,108.0679,1.2682,0,106.7988,SC46,14.1575,32.7479,32.5218,32.416,,18.590,18.364,18.259,0.012,0.006,1.216,0.576,41.254,39.985,1.018,0.986,0.486,0.230,0.012,0.006,0.27648765,,,,
10/14/2020,SJB13,2,5,15,LOI analysis,N,2,65.9316,117.4347,0.5612,0,116.8805,SC22,15.7343,35.0148,34.9068,34.8009,,19.281,19.173,19.067,0.006,0.006,0.560,0.552,51.503,50.949,1.271,1.257,0.285,0.281,0.007,0.007,0.014060579,,,,
10/14/2020,SJB13,2,10,10,LOI analysis,N,2,66.8029,117.9697,0.2594,0,117.7169,SC34,16.185,34.9923,34.8529,NA,GOING TO NEED TO DO THIS ONE AGAIN. Jenn left it out of the oven,18.807,18.668,NA,0.007,NA,0.741,NA,51.167,50.914,1.262,1.256,0.377,NA,0.009,NA,0.086480622,,,,
10/14/2020,SJB13,2,13,7,LOI analysis,N,2,66.7275,122.0788,0,0,122.0788,SC43,15.6465,34.233,34.0982,34.0098,,18.587,18.452,18.363,0.007,0.005,0.725,0.479,55.351,55.351,1.365,1.365,0.401,0.265,0.010,0.007,0.080103032,,,,
10/14/2020,SJB13,2,14,6,LOI analysis,Y,2,65.9265,127.482,0,0.203,127.2872,SC2,15.7283,34.0415,33.9316,33.8535,,18.313,18.203,18.125,0.006,0.004,0.600,0.429,61.556,61.361,1.519,1.514,0.368,0.263,0.009,0.006,0.030045432,,,,
10/14/2020,SJB13,2,15,5,LOI analysis,Y,2,66.8011,123.9812,0.0954,0.2241,123.6761,SC48,15.654,34.511,34.3188,34.207,,18.857,18.665,18.553,0.010,0.006,1.019,0.599,57.180,56.875,1.411,1.403,0.580,0.341,0.014,0.008,0.197700058,,,,
10/14/2020,SJB13,2,17,3,LOI analysis,Y,2,65.9383,114.8659,0,0.2382,114.6383,SC44,15.272,31.6864,31.5897,31.5256,,16.414,16.318,16.254,0.006,0.004,0.589,0.393,48.928,48.700,1.207,1.201,0.287,0.191,0.007,0.005,0.025646749,,,,
10/14/2020,SJB13,2,18,2,LOI analysis,Y,2,66.7213,104.2956,0.0671,0.2218,104.0131,SC4,16.3942,31.7621,31.6615,31.5859,,15.368,15.267,15.192,0.007,0.005,0.655,0.495,37.574,37.292,0.927,0.920,0.244,0.185,0.006,0.005,0.051844494,,,,
10/14/2020,SJB13,2,19,1,LOI analysis,Y,2,66.8018,129.9834,0,0.4956,129.5175,SC31,17.4159,33.3665,33.2224,33.1451,,15.951,15.807,15.729,0.009,0.005,0.903,0.489,63.182,62.716,1.559,1.547,0.567,0.307,0.014,0.008,0.151365717,,,,
10/16/2020,STCH02,3,14,1,LOI analysis ,Y,2,66.8012,112.1524,3.8403,0.0776,108.1917,SC39,16.4551,31.4785,30.8057,29.5551,,15.023,14.351,13.100,0.045,0.087,4.478,8.715,45.351,41.391,1.119,1.021,1.854,3.607,0.046,0.089,1.581338845,,,,
10/16/2020,STCH02,3,13,2,LOI analysis ,Y,2,66.7202,110.7034,2.2156,0.2334,108.2886,SC16,18.5304,34.2153,33.6051,32.4643,,15.685,15.075,13.934,0.039,0.076,3.890,7.568,43.983,41.568,1.085,1.025,1.617,3.146,0.040,0.078,1.346146357,,,,
10/16/2020,STCH02,3,12,3,LOI analysis ,Y,2,65.9222,106.9301,3.7453,0.4541,102.7515,SC11,16.0803,30.5779,29.8483,28.66,,14.498,13.768,12.580,0.050,0.086,5.033,8.631,41.008,36.829,1.012,0.909,1.853,3.179,0.046,0.078,1.803022845,,,,
10/16/2020,STCH02,3,10,5,LOI analysis ,Y,2,66.8011,99.394,2.6737,0.3257,96.7671,SC15,14.6504,28.9373,28.0991,27.0731,,14.287,13.449,12.423,0.059,0.076,5.867,7.629,32.593,29.966,0.804,0.739,1.758,2.286,0.043,0.056,2.136765218,,,,
10/16/2020,STCH02,3,9,6,LOI analysis ,Y,2,66.7218,101.3734,1.3298,0.2319,99.8117,SC13,17.1517,31.1647,30.1584,29.0059,,14.013,13.007,11.854,0.072,0.089,7.181,8.861,34.652,33.090,0.855,0.816,2.376,2.932,0.059,0.072,2.662475558,,,,
10/16/2020,STCH02,3,8,7,LOI analysis ,N,2,65.9248,88.6783,1.6449,0,87.0779,SC47,16.5026,29.2544,27.7903,26.0895,,12.752,11.288,9.587,0.115,0.151,11.482,15.068,22.754,21.153,0.561,0.522,2.429,3.187,0.060,0.079,4.382606534,,,,
10/16/2020,STCH02,3,5,10,LOI analysis ,N,2,66.7261,87.1232,0.6756,0,86.4649,SC45,16.0841,27.8473,26.3208,24.7413,,11.763,10.237,8.657,0.130,0.154,12.977,15.430,20.397,19.739,0.503,0.487,2.561,3.046,0.063,0.075,4.980764418,,,,
10/16/2020,STCH02,3,1,14,LOI analysis,N,2,65.9319,97.9698,0,0,97.9698,SC29,14.6119,30.2926,29.3134,27.9461,,15.681,14.702,13.334,0.062,0.093,6.245,9.300,32.038,32.038,0.790,0.790,2.001,2.980,0.049,0.074,2.287847673,,,,
10/16/2020,SJB06,2,18,1,LOI analysis ,Y,2.4,66.7226,128.726,0,0.3384,128.3901,SC9,17.4559,34.7433,34.3291,34.236,,17.287,16.873,16.780,0.024,0.006,2.396,0.552,62.003,61.668,1.275,1.268,1.478,0.340,0.030,0.007,0.748385876,,,,
10/16/2020,SJB06,2,17,2,LOI analysis ,Y,2,66.7972,124.3408,0,0.4978,123.8694,SC10,16.4573,32.88,32.5002,32.4077,,16.423,16.043,15.950,0.023,0.006,2.313,0.577,57.544,57.072,1.420,1.408,1.320,0.329,0.033,0.008,0.715061044,,,,
10/16/2020,SJB06,2,16,3,LOI analysis ,Y,2,65.9243,119.5884,0,0.2301,119.2087,SC24,15.6673,34.8684,34.5409,34.4545,,19.201,18.874,18.787,0.017,0.005,1.706,0.458,53.664,53.284,1.324,1.314,0.909,0.244,0.022,0.006,0.472252579,,,,
10/16/2020,SJB06,2,14,5,LOI analysis ,Y,2,66.7172,121.056,0,0.0541,121.0101,SC33,14.4696,33.4051,33.2603,33.1731,,18.936,18.791,18.704,0.008,0.005,0.765,0.464,54.339,54.293,1.340,1.339,0.415,0.252,0.010,0.006,0.095880489,,,,
10/16/2020,SJB06,2,13,6,LOI analysis ,Y,2,66.7967,120.1706,0,0.0451,120.1521,SC8,14.4483,34.1642,33.8814,33.7832,,19.716,19.433,19.335,0.014,0.005,1.434,0.505,53.374,53.355,1.317,1.316,0.765,0.270,0.019,0.007,0.36375012,,,,
10/16/2020,SJB06,2,12,7,LOI analysis ,N,2,65.9252,121.9287,0,0,121.9287,SC1,16.3026,32.7875,32.718,32.589,,16.485,16.415,16.286,0.004,0.008,0.422,0.786,56.004,56.004,1.382,1.382,0.236,0.440,0.006,0.011,-0.041360821,,,,
10/16/2020,SJB06,2,9,10,LOI analysis ,N,2,66.7177,122.2128,0.858,0,121.3627,SC14,14.9016,32.9988,32.6719,32.5698,,18.097,17.770,17.668,0.018,0.006,1.806,0.575,55.495,54.645,1.369,1.348,0.987,0.314,0.024,0.008,0.512542714,,,,
10/16/2020,SJB06,2,4,15,LOI analysis ,N,2,66.8055,114.5987,0.1603,0,114.4379,SC41,16.7035,33.2373,32.8731,32.759,,16.534,16.170,16.056,0.022,0.007,2.203,0.706,47.793,47.632,1.179,1.175,1.049,0.336,0.026,0.008,0.671104162,,,,
10/16/2020,SJB06,2,1,18,LOI analysis,N,2,66.726,126.9124,0,0,126.9124,SC25,12.9493,32.8934,32.5774,32.4608,,19.944,19.628,19.512,0.016,0.006,1.584,0.594,60.186,60.186,1.485,1.485,0.954,0.358,0.024,0.009,0.423771391,,,,
10/14/2020,SJB13,2,10,10,LOI analysis,N,2,66.8029,117.9697,0.2594,0,117.7169,SC34,16.185,NA,28.2964,28.29061,Ran just the 950 LOI on this sample because initially the sample got left out of the oven when it was run by Jen,NA,12.111,12.106,NA,0.000,NA,0.048,51.167,50.914,1.262,1.256,NA,0.024,NA,0.001,NA,,,,
10/19/2020,SJB10,2,16,1,LOI analysis ,Y,1.9,66.7408,125.0979,2.9515,0.0656,122.0736,SC30,16.6842,34.8429,34.4959,34.1472,,18.159,17.812,17.463,0.019,0.020,1.911,1.958,58.357,55.333,1.515,1.437,1.057,1.083,0.027,0.028,0.554371899,,,,
10/19/2020,SJB10,2,15,2,LOI analysis ,Y,2,65.9764,115.0993,0.6458,0.0071,114.4486,SC26,16.5915,33.8702,33.4389,33.1686,,17.279,16.847,16.577,0.025,0.016,2.496,1.604,49.123,48.472,1.212,1.196,1.210,0.778,0.030,0.019,0.788454745,,,,
10/19/2020,SJB10,2,14,3,LOI analysis ,Y,2,66.8097,115.2498,0.6191,0.0149,114.6194,SC3,16.5549,35.1871,34.7201,34.5235,,18.632,18.165,17.969,0.025,0.011,2.506,1.082,48.440,47.810,1.195,1.179,1.198,0.517,0.030,0.013,0.792565451,,,,
10/19/2020,SJB10,2,12,5,LOI analysis ,Y,2,66.747,115.3202,0.4143,0.0263,114.8889,SC21,17.7561,33.3908,32.9043,32.6884,,15.635,15.148,14.932,0.031,0.014,3.112,1.425,48.573,48.142,1.198,1.188,1.498,0.686,0.037,0.017,1.034667311,,,,
10/19/2020,SJB10,2,11,6,LOI analysis ,Y,2,65.9726,119.1943,4.4453,0,114.6695,SC16,16.5037,30.1106,29.6174,29.467,This crucible was labeled incorrectly potentially? The only crucible left is SC42.,13.607,13.114,12.963,0.036,0.011,3.625,1.147,53.222,48.697,1.313,1.201,1.765,0.559,0.044,0.014,1.239852648,,,,
10/19/2020,SJB10,2,10,7,LOI analysis ,N,2,66.825,115.5621,0.1576,0,115.412,SC18,16.1457,32.3148,31.7955,31.647,,16.169,15.650,15.501,0.032,0.009,3.212,0.949,48.737,48.587,1.202,1.199,1.560,0.461,0.038,0.011,1.074672616,,,,
10/19/2020,SJB10,2,7,10,LOI analysis ,N,2,66.8452,114.2631,0.9832,0,113.2871,SC36,15.4091,31.5791,31.022,30.7531,crucible tipped over slightly so it might have a significant amount of loss. ,16.170,15.613,15.344,0.034,0.017,3.445,1.722,47.418,46.442,1.170,1.146,1.600,0.800,0.039,0.020,1.168107607,,,,
10/19/2020,SJB10,2,2,15,LOI analysis ,N,2,66.0421,112.4156,2.1518,0,110.2773,SC35,15.6786,32.5082,31.9855,31.6695,,16.830,16.307,15.991,0.031,0.019,3.106,1.938,46.374,44.235,1.144,1.091,1.374,0.857,0.034,0.021,1.032334934,,,,
10/19/2020,SJB10,2,1,16,LOI analysis ,N,2,66.8673,118.0626,3.3081,0,114.7553,SC37,16.1578,32.8506,32.2116,31.774,,16.693,16.054,15.616,0.038,0.027,3.828,2.726,51.195,47.888,1.263,1.181,1.833,1.305,0.045,0.032,1.32119908,,,,
10/19/2020,STCHC,1,11,1,LOI analysis ,Y,3,66.805,138.5505,1.1708,0,137.3723,SC46,14.1687,29.032,28.7255,25.296,,14.863,14.557,11.127,0.021,0.236,2.062,23.559,71.746,70.567,1.180,1.161,1.455,16.625,0.024,0.273,0.614850471,,,,
10/19/2020,STCHC,1,10,2,LOI analysis ,Y,2,65.9661,109.5181,1.6148,0,107.9217,SC38,16.5214,31.4699,31.1678,27.6811,,14.949,14.646,11.160,0.020,0.238,2.021,23.806,43.552,41.956,1.074,1.035,0.848,9.988,0.021,0.246,0.598375422,,,,
10/19/2020,STCHC,1,9,3,LOI analysis ,Y,2,66.74806,116.2506,7.5014,0,108.773,SC2,15.8679,30.8536,30.4191,27.0219,,14.986,14.551,11.154,0.029,0.233,2.899,23.347,49.503,42.025,1.221,1.037,1.218,9.811,0.030,0.242,0.949772316,,,,
10/19/2020,STCHC,1,7,5,LOI analysis ,Y,2,66.8054,98.0086,1.1464,0,96.8901,SC12,16.2568,30.6913,29.644,26.2555,,14.435,13.387,9.999,0.073,0.253,7.256,25.311,31.203,30.085,0.770,0.742,2.183,7.615,0.054,0.188,2.692213447,,,,
10/19/2020,STCHC,1,6,6,LOI analysis ,Y,2,65.9656,92.0902,0,0,92.0902,SC32,17.9194,29.6515,28.5322,25.9002,,11.732,10.613,7.981,0.095,0.248,9.540,24.800,26.125,26.125,0.644,0.644,2.492,6.479,0.061,0.160,3.606196589,,,,
10/19/2020,STCHC,1,5,7,LOI analysis ,N,2,66.74,95.9745,0,0,95.9745,SC17,14.6472,30.0395,29.1149,25.61,,15.392,14.468,10.963,0.060,0.242,6.007,24.226,29.235,29.235,0.721,0.721,1.756,7.082,0.043,0.175,2.192759821,,,,
10/19/2020,STCHC,1,2,10,LOI analysis ,N,2,65.9691,101.429,0,0,101.429,SC6,13.9145,27.5556,26.778,24.3591,,13.641,12.864,10.445,0.057,0.188,5.700,18.804,35.460,35.460,0.875,0.875,2.021,6.668,0.050,0.164,2.070168022,,,,
10/19/2020,STCHC,1,1,11,LOI analysis ,N,2,66.8061,102.2432,0,0,102.2432,SC23,17.5177,32.7468,31.855,29.3736,,15.229,14.337,11.856,0.059,0.173,5.856,17.307,35.437,35.437,0.874,0.874,2.075,6.133,0.051,0.151,2.132357723,,,,
10/21/2020,SJB10,2,7,10,LOI analysis ,N,2,66.8452,114.2631,0.9832,0,113.2871,SC34,16.1709,32.4121,32.0639,31.9142,,16.241,15.893,15.743,0.021,0.009,2.144,0.942,47.418,46.442,1.170,1.146,0.996,0.437,0.025,0.011,0.647572101,,,,
10/21/2020,STCH20,3,1,12,LOI analysis,N,2,65.9266,93.2773,3.0119,0,90.2655,SC1,16.2858,29.2908,28.43,25.5591,,13.005,12.144,9.273,0.066,0.236,6.619,23.640,27.351,24.339,0.675,0.600,1.611,5.754,0.040,0.142,2.437597078,,,,
10/21/2020,STCH20,3,3,10,LOI analysis,N,2,66.8068,97.7883,0.6507,0,97.1584,SC29,14.6834,27.8253,26.8356,24.9256,,13.142,12.152,10.242,0.075,0.157,7.531,15.717,30.982,30.352,0.764,0.749,2.286,4.770,0.056,0.118,2.802349812,,,,
10/21/2020,STCH20,3,6,7,LOI analysis,N,2,66.7275,97.3443,0,0,97.3443,SC16,18.5715,30.8527,29.7522,28.0705,,12.281,11.181,9.499,0.090,0.150,8.961,15.041,30.617,30.617,0.755,0.755,2.744,4.605,0.068,0.114,3.374340292,,,,
10/21/2020,STCH20,3,7,6,LOI analysis,Y,2,65.9196,120.2348,2.3255,0.0384,117.9045,SC13,16.9304,31.8772,31.341,29.0813,,14.947,14.411,12.151,0.036,0.157,3.587,15.681,54.315,51.985,1.340,1.282,1.865,8.152,0.046,0.201,1.224955977,,,,
10/21/2020,STCH20,3,8,5,LOI analysis,Y,2,66.7976,107.1637,3.0111,0.0902,104.0631,SC15,14.4965,31.0036,30.3227,27.4122,,16.507,15.826,12.916,0.041,0.184,4.125,18.390,40.366,37.266,0.996,0.919,1.537,6.853,0.038,0.169,1.439956685,,,,
10/21/2020,STCH20,3,10,3,LOI analysis,Y,2,66.7173,103.8825,1.098,0.0141,102.7734,SC11,16.1352,29.5263,28.4168,26.2974,,13.391,12.282,10.162,0.083,0.173,8.285,17.257,37.165,36.056,0.917,0.889,2.987,6.222,0.074,0.153,3.104141482,,,,
10/21/2020,STCH20,3,11,2,LOI analysis,Y,2,65.9199,107.2691,4.1028,0.0283,103.1344,SC47,16.3688,32.2699,31.4466,28.9018,,15.901,15.078,12.533,0.052,0.169,5.178,16.878,41.349,37.215,1.020,0.918,1.927,6.281,0.048,0.155,1.861051688,,,,
10/21/2020,STCH20,3,12,1,LOI analysis,Y,2.5,66.7937,110.677,3.8661,0.1352,106.6734,SC25,12.9198,30.0778,29.4273,26.6259,,17.158,16.508,13.706,0.038,0.170,3.791,16.970,43.883,39.880,0.866,0.787,1.512,6.768,0.030,0.134,1.306493764,,,,
10/21/2020,STCH05,2,1,12,LOI analysis,N,2,66.718,111.8294,0,0,111.8294,SC33,14.5203,32.1093,31.5638,31.281,,17.589,17.044,16.761,0.031,0.017,3.101,1.659,45.111,45.111,1.113,1.113,1.399,0.749,0.035,0.018,1.03054807,,,,
10/21/2020,STCH05,2,3,10,LOI analysis,N,2,65.9215,111.7547,0,0,111.7547,SC8,14.4512,32.5408,31.8613,31.5345,,18.090,17.410,17.083,0.038,0.019,3.756,1.877,45.833,45.833,1.131,1.131,1.722,0.860,0.042,0.021,1.292520785,,,,
10/21/2020,STCH05,2,6,7,LOI analysis,N,2,66.7961,101.1312,0.0916,0,101.048,SC10,16.462,33.3413,32.5222,32.1537,,16.879,16.060,15.692,0.049,0.023,4.853,2.294,34.335,34.252,0.847,0.845,1.662,0.786,0.041,0.019,1.731075756,,,,
10/21/2020,STCH05,2,7,6,LOI analysis,Y,2,66.7144,105.3494,0.4503,0,104.9042,SC14,14.9132,34.1155,33.4135,32.9774,,19.202,18.500,18.064,0.037,0.024,3.656,2.357,38.635,38.190,0.953,0.942,1.396,0.900,0.034,0.022,1.252324826,,,,
10/21/2020,STCH05,2,8,5,LOI analysis,Y,2,65.9196,102.1776,1.0803,0,101.1078,SC39,16.3891,34.6229,31.9346,31.5352,,18.234,15.546,15.146,0.147,0.026,14.743,2.569,36.258,35.188,0.894,0.868,5.188,0.904,0.128,0.022,5.687399335,,,,
10/21/2020,STCH05,2,10,3,LOI analysis,Y,2,66.791,93.6623,0.2366,0,93.4301,SC9,17.3126,31.668,30.8693,30.4161,,14.355,13.557,13.104,0.056,0.033,5.564,3.343,26.871,26.639,0.663,0.657,1.482,0.891,0.037,0.022,2.015503992,,,,
10/21/2020,STCH05,2,11,2,LOI analysis,Y,2,66.7167,91.4692,0,0.0165,91.4421,SC41,16.611,30.474,29.3225,28.6901,,13.863,12.712,12.079,0.083,0.050,8.306,4.975,24.753,24.725,0.611,0.610,2.054,1.230,0.051,0.030,3.112513165,,,,
10/21/2020,STCH05,2,12,1,LOI analysis,Y,1.5,65.9202,70.7103,0,0,70.7103,SC45,16.1692,20.5044,19.0228,18.5702,only half a gram saved because its a small sample.,4.335,2.854,2.401,0.342,0.159,34.176,15.861,4.790,4.790,0.158,0.158,1.637,0.760,0.054,0.025,13.4604189,,,,
10/23/2020,SMAR23,1,1,20,LOI analysis,N,2,65.9292,111.5782,0.2201,0,111.3599,SC35,15.4708,32.6801,32.2775,31.8502,,17.209,16.807,16.379,0.023,0.025,2.339,2.542,45.649,45.431,1.126,1.121,1.063,1.155,0.026,0.028,0.725773099,,,,
10/23/2020,SMAR23,1,6,15,LOI analysis,N,2,66.8126,113.7496,0.5302,0,113.2482,SC23,17.3741,33.8659,33.3156,32.675,,16.492,15.942,15.301,0.033,0.040,3.337,4.018,46.937,46.436,1.158,1.146,1.549,1.866,0.038,0.046,1.124723923,,,,
10/23/2020,SMAR23,1,11,10,LOI analysis,N,2,66.7271,119.1574,0.4831,0,118.7181,SC36,15.2198,32.2911,31.8328,31.3836,,17.071,16.613,16.164,0.027,0.027,2.685,2.704,52.430,51.991,1.293,1.283,1.396,1.406,0.034,0.035,0.863849092,,,,
10/23/2020,SMAR23,1,14,7,LOI analysis,N,2,65.9194,105.9053,2.0274,0,103.8988,SC30,16.6144,32.2556,31.1585,30.9267,,15.641,14.544,14.312,0.070,0.016,7.014,1.594,39.986,37.979,0.986,0.937,2.664,0.605,0.066,0.015,2.595667084,,,,
10/23/2020,SMAR23,1,15,6,LOI analysis,Y,2,66.8008,104.8849,0.2577,0.0109,104.6261,SC37,15.8982,31.4599,30.8041,30.2497,,15.562,14.906,14.352,0.042,0.037,4.214,3.719,38.084,37.825,0.939,0.933,1.594,1.407,0.039,0.035,1.475677015,,,,
10/23/2020,SMAR23,1,16,5,LOI analysis,Y,2,66.7175,103.2104,0.2037,0.0111,103.0034,SC21,17.5257,29.8698,29.1362,28.7359,,12.344,11.611,11.210,0.059,0.034,5.943,3.448,36.493,36.286,0.900,0.895,2.156,1.251,0.053,0.031,2.16716804,,,,
10/23/2020,SMAR23,1,18,3,LOI analysis,Y,2,65.9211,97.9329,0.4301,0.2422,97.3536,SC12,16.1526,31.4083,30.691,30.2061,,15.256,14.538,14.054,0.047,0.033,4.702,3.335,32.012,31.433,0.790,0.775,1.478,1.048,0.036,0.026,1.670739658,,,,
10/23/2020,SMAR23,1,19,2,LOI analysis,Y,2,66.7954,106.0914,0.1402,0.2269,105.7389,SC2,15.8296,31.9755,31.5134,31.101,,16.146,15.684,15.271,0.029,0.026,2.862,2.629,39.296,38.944,0.969,0.961,1.115,1.024,0.027,0.025,0.934810757,,,,
10/23/2020,SMAR23,1,20,1,LOI analysis,Y,2.4,66.7145,120.4866,0.5338,0.3467,119.6205,SC42,16.2747,31.5728,31.1911,30.8763,,15.298,14.916,14.602,0.025,0.021,2.495,2.110,53.772,52.906,1.105,1.088,1.320,1.117,0.027,0.023,0.788032435,,,,
10/23/2020,SJBB,1,14,1,LOI analysis ,N,3.4,66.7959,155.7679,1.4997,0,154.2169,SC32,17.7396,33.0293,32.9032,32.7649,,15.290,15.164,15.025,0.008,0.009,0.825,0.912,88.972,87.421,1.291,1.269,0.721,0.797,0.010,0.012,0.119895289,,,,
10/23/2020,SJBB,1,13,2,LOI analysis ,N,2,65.922,121.8711,0.5648,0,121.3175,SC38,16.5778,34.5089,34.433,34.3095,,17.931,17.855,17.732,0.004,0.007,0.423,0.692,55.949,55.396,1.380,1.367,0.234,0.383,0.006,0.009,-0.040685234,,,,
10/23/2020,SJBB,1,12,3,LOI analysis ,N,2,66.7216,118.7282,0.6347,0,118.094,SC18,15.8883,33.9633,33.8995,33.755,,18.075,18.011,17.867,0.004,0.008,0.353,0.802,52.007,51.372,1.283,1.267,0.181,0.412,0.004,0.010,-0.068810512,,,,
10/23/2020,SJBB,1,10,5,LOI analysis ,N,2,66.7974,121.0263,0.6097,0,120.4303,SC6,13.9143,29.9215,29.7856,29.6483,,16.007,15.871,15.734,0.008,0.009,0.849,0.865,54.229,53.633,1.338,1.323,0.455,0.464,0.011,0.011,0.129597181,,,,
10/23/2020,SJBB,1,9,6,LOI analysis ,N,2,65.9205,122.6038,0.8048,0,121.794,SC17,14.6153,32.4439,32.2498,31.9987,,17.829,17.635,17.383,0.011,0.014,1.089,1.424,56.683,55.874,1.398,1.378,0.608,0.796,0.015,0.020,0.225480071,,,,
10/23/2020,SJBB,1,8,7,LOI analysis ,N,2,66.7144,124.8021,0.5858,0,124.2046,SC3,16.3762,35.6588,35.5113,35.3039,,19.283,19.135,18.928,0.008,0.011,0.765,1.084,58.088,57.490,1.433,1.418,0.440,0.623,0.011,0.015,0.095975335,,,,
10/23/2020,SJBB,1,5,10,LOI analysis ,N,2,66.7924,121.9583,0.1427,0,121.8295,SC26,16.3382,34.4815,34.3956,34.2219,,18.143,18.057,17.884,0.005,0.010,0.473,0.962,55.166,55.037,1.361,1.358,0.261,0.529,0.006,0.013,-0.020618796,,,,
10/23/2020,SJBB,1,1,14,LOI analysis ,N,2,65.9193,126.9431,0.4815,0,126.4694,SC46,14.2545,33.3543,33.2775,33.1401,,19.100,19.023,18.886,0.004,0.007,0.402,0.722,61.024,60.550,1.505,1.494,0.243,0.437,0.006,0.011,-0.049160619,,,,
10/26/2020,STCH12,2,10,1,LOI analysis ,Y,1.5,65.9087,85.8228,0.4674,0,85.3787,SC13,16.8749,31.1218,30.3955,28.4497,,14.247,13.521,11.575,0.051,0.144,5.098,14.391,19.914,19.470,0.655,0.640,0.993,2.802,0.033,0.092,1.829180453,,,,
10/26/2020,STCH12,2,9,2,LOI analysis ,Y,2,66.7126,93.3491,0.5334,0.0715,92.7946,SC16,18.3635,32.1827,31.6673,29.9984,,13.819,13.304,11.635,0.037,0.125,3.730,12.545,26.637,26.082,0.657,0.643,0.973,3.272,0.024,0.081,1.281837444,,,,
10/26/2020,STCH12,2,8,3,LOI analysis ,Y,2,65.9126,89.3523,0.4028,0.0173,88.9777,SC11,15.9345,30.4109,29.7757,27.9985,,14.476,13.841,12.064,0.044,0.128,4.388,12.840,23.440,23.065,0.578,0.569,1.012,2.962,0.025,0.073,1.545132492,,,,
10/26/2020,STCH12,2,6,5,LOI analysis ,Y,2,66.7882,109.6865,1.1298,0.0332,108.5774,SC41,16.5155,33.1207,32.6301,30.9539,,16.605,16.115,14.438,0.030,0.104,2.954,10.402,42.898,41.789,1.058,1.031,1.235,4.347,0.030,0.107,0.971798473,,,,
10/26/2020,STCH12,2,5,6,LOI analysis ,Y,2,66.7132,113.0028,1.4059,0.0204,111.6266,SC25,12.8806,34.5388,34.0695,31.8548,,21.658,21.189,18.974,0.022,0.105,2.167,10.452,46.290,44.913,1.142,1.108,0.973,4.694,0.024,0.116,0.656738695,,,,
10/26/2020,STCH12,2,4,7,LOI analysis ,N,2,65.9134,111.2757,2.4951,0,108.8721,SC29,14.5042,30.8112,30.3712,28.5351,,16.307,15.867,14.031,0.027,0.116,2.698,11.572,45.362,42.959,1.119,1.060,1.159,4.971,0.029,0.123,0.869291102,,,,
